country,year,primary_energy_consumption,gdp,population
Indonesia,0.8048780487804879,0.014128795531161835,0.008306439676671027,0.026225849351723927
Democratic Republic of Congo,0.18699186991869918,0.0011153963364018114,3.3668997568087804e-4,0.001045783737456405
G20 (Ember),0.8536585365853658,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Taiwan,0.5934959349593496,0.002194527863935853,6.520852412639163e-4,0.001980286487804552
Eastern Africa (EI),0.7967479674796748,0.0036397649852224394,3.3668997568087804e-4,8.695984741435039e-4
Vietnam,0.9349593495934959,0.010742611247086819,0.004275665354537732,0.0114587966098615
Saint Pierre and Miquelon,0.943089430894309,5.277244587926343e-6,3.3668997568087804e-4,5.166985707525263e-7
Europe (EI),0.6666666666666666,0.2502729736326436,3.3668997568087804e-4,8.695984741435039e-4
Nigeria,0.967479674796748,0.006561083812542287,0.008306439676671027,0.02526971262984905
Netherlands,0.4715447154471545,0.0011153963364018114,0.0010218150906782214,0.0013908631836247202
European Union (27),0.34146341463414637,0.0011153963364018114,3.3668997568087804e-4,0.04043599375914885
Cameroon,0.08130081300813008,0.0011153963364018114,3.3668997568087804e-4,3.667146606552834e-4
Czechoslovakia,0.21138211382113822,0.0011153963364018114,4.2957294248041996e-4,0.0016951699294164707
Suriname,0.4634146341463415,0.0011153963364018114,3.3668997568087804e-4,2.9892945121203045e-5
Ethiopia,0.9349593495934959,9.529065960233207e-4,0.0012064307084858532,0.01273662138489808
Venezuela,0.0975609756097561,0.0011153963364018114,3.6348245912308215e-5,3.8103281681579974e-4
Eswatini,0.2845528455284553,0.0011153963364018114,3.3668997568087804e-4,2.4959138754243514e-5
Low-income countries,0.5853658536585366,0.0011153963364018114,3.3668997568087804e-4,0.023331030258523965
Djibouti,0.6910569105691057,4.112611299556392e-5,7.199655247896843e-6,4.9579695139776444e-5
Australia,0.43902439024390244,0.0011153963364018114,8.679687425051949e-4,0.0011188545110138461
Jordan,0.943089430894309,0.001512281524204134,6.928888886193296e-4,0.0012383396571701006
OPEC (Shift),0.17073170731707318,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
North Macedonia,0.9024390243902439,4.3922012776014544e-4,1.7721004500732807e-4,2.6043459976681285e-4
Burkina Faso,0.6991869918699187,2.6230245267082168e-5,7.811803848808175e-5,0.0010199731709394347
Cote d'Ivoire,0.5691056910569106,0.0011153963364018114,1.224194773385592e-4,6.805520526605511e-4
Asia and Oceania (Shift),0.2764227642276423,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Angola,0.5203252032520326,0.0011153963364018114,9.179612788826905e-5,7.04929361727594e-4
Guatemala,0.5447154471544715,0.0011153963364018114,1.5513237232051022e-4,6.240641088164555e-4
European Union (27),0.08130081300813008,0.0011153963364018114,3.3668997568087804e-4,0.03485625352228907
Singapore,0.5528455284552846,0.0010624029221531026,8.067181106765698e-5,2.472057739584916e-4
Denmark,0.08943089430894309,0.0011153963364018114,1.3668870693158317e-4,3.6276067984359017e-4
Greece,0.4878048780487805,0.0011153963364018114,3.199829692240265e-4,0.001055718967227247
Czechoslovakia,0.3983739837398374,0.0011153963364018114,4.918229263405804e-4,0.0015335850985340352
Persian Gulf (Shift),0.04878048780487805,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Northern Mariana Islands,0.8943089430894309,0,3.3668997568087804e-4,6.497698937853996e-6
Iran,0.8943089430894309,0.031594421411176125,0.010075672680660832,0.009368443755692832
Italy,0.5447154471544715,0.014193630250384927,0.005460282235470037,0.006499763121920507
Samoa,0.7560975609756098,7.928865021268644e-6,3.3668997568087804e-4,2.1073396459592206e-5
Sri Lanka,0.6341463414634146,2.819036468545481e-4,2.994516487673649e-4,0.001791476601654806
Cayman Islands,0.8536585365853658,2.801099036202283e-5,3.3668997568087804e-4,5.583004499035656e-6
French Guiana,0.8292682926829268,4.98348663795803e-5,3.3668997568087804e-4,2.1989333858648103e-5
United States,0.37398373983739835,0.0011153963364018114,0.01615260343349538,0.017405125595504504
Bosnia and Herzegovina,0.991869918699187,0.0011153963364018114,3.608076322367543e-4,4.0168708708328765e-4
Congo,0.5609756097560976,0.0011153963364018114,2.101589226873543e-5,1.6828177634636986e-4
Mongolia,0.5040650406504065,0.0011153963364018114,6.24196197667391e-6,1.2970078775668953e-4
Antarctica,0.6504065040650406,8.123837111955578e-6,3.3668997568087804e-4,8.695984741435039e-4
Antigua and Barbuda,0.7154471544715447,2.1979853690107013e-5,3.3668997568087804e-4,7.72735950086933e-6
Brazil,0.36585365853658536,0.0011153963364018114,6.357936642548802e-4,0.005870361120363862
Democratic Republic of Congo,0.8861788617886179,3.6102332125530586e-4,3.1965182295959414e-4,0.00798830694603016
Argentina,0.5284552845528455,0.004270252733946467,0.0017372006096827946,0.0027409546612410657
OECD (Shift),0.5934959349593496,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Ethiopia,0.9024390243902439,6.137331470643304e-4,8.064302032359843e-4,0.011412376519645594
Israel,0.10569105691056911,0.0011153963364018114,3.3668997568087804e-4,5.2304388276525575e-5
Turks and Caicos Islands,0.8130081300813008,3.756462280568259e-6,3.3668997568087804e-4,2.1050774583268668e-6
Indonesia,0.1951219512195122,0.0011153963364018114,6.558468863845679e-4,0.006169852016715198
United Arab Emirates,0.36585365853658536,0.0011153963364018114,3.3668997568087804e-4,8.506944161865203e-6
Libya,0.34959349593495936,0.0011153963364018114,3.3668997568087804e-4,1.1674454312846459e-4
Central America (EI),0.6991869918699187,0.0013230286148440168,3.3668997568087804e-4,8.695984741435039e-4
Myanmar,0.6829268292682927,3.318814927672988e-4,4.081266374834049e-4,0.004494296994215569
