country,year,primary_energy_consumption,gdp,population
Chile,0.13008130081300814,0.0011153963364018114,1.2435242156472103e-4,4.7861787365846266e-4
Oceania,0.5934959349593496,0.010298841770543979,3.3668997568087804e-4,0.002591688560681012
Sudan,0.6504065040650406,1.9755872042338053e-4,3.3668997568087804e-4,0.002072233228417608
North America (Ember),0.967479674796748,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Europe,1,0.37261273528666417,3.3668997568087804e-4,0.0924179126577074
Iran,0.6910569105691057,0.008370034869935658,0.0025372016201825327,0.005874767911590098
Middle East (EI),0.8048780487804879,0.05891469064659204,3.3668997568087804e-4,8.695984741435039e-4
Eastern Africa (EI),0.6178861788617886,0.0024564273742859214,3.3668997568087804e-4,8.695984741435039e-4
Cote d'Ivoire,0.9105691056910569,5.615976100146443e-4,4.852698852017444e-4,0.0027356156498366626
Poland,0.6341463414634146,0.018293087432889644,0.0026141247942690457,0.004334061023782931
Gambia,0.8211382113821138,1.7924434203818787e-5,1.4757379501925065e-5,1.8366266350999761e-4
Iran,0.6260162601626016,0.005393447953975756,0.0027756634598507237,0.0043347829350889044
Japan,0.4959349593495935,0.0011153963364018114,0.005152589539123983,0.011852077183970118
Azerbaijan,0.7154471544715447,0.003187195768319929,4.992778448032137e-4,9.023042382822989e-4
Lower-middle-income countries,0.991869918699187,0.26440734536559907,3.3668997568087804e-4,0.4284519724927853
Africa (EIA),0.8130081300813008,0.04600569250732519,3.3668997568087804e-4,8.695984741435039e-4
Saudi Arabia,0.8130081300813008,0.01735095629441162,0.003752587770749442,0.0026780280590704
Ukraine,0.2032520325203252,0.0011153963364018114,3.3668997568087804e-4,0.0036769647494692983
Poland,0.8373983739837398,0.013442766732870788,0.004129511323773357,0.004800275521526834
Malaysia,0.6422764227642277,0.0015736847346311388,5.68549736363677e-4,0.001600085584275749
Mexico,0.5691056910569106,0.005251664249628217,0.0027910480946680264,0.006250532690031059
Afghanistan,0.8130081300813008,7.687099628816846e-5,8.553539973404499e-5,0.0024288876175021508
Sao Tome and Principe,0.7642276422764228,4.653333897728155e-6,8.569518516664288e-7,1.6015045476829444e-5
Romania,0.7967479674796748,0.00622409405099899,0.001106430582173386,0.0027543261788846585
Africa (Shift),0.5691056910569106,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Kenya,0.7967479674796748,5.63079397903865e-4,4.258009943313698e-4,0.003621432642047884
Iceland,0.7723577235772358,3.091217507144441e-4,5.474429524109034e-5,3.304484369160058e-5
United States,0.8617886178861789,0.34704984049158527,0.11615272974596262,0.03725788911228675
Middle Africa (EI),0.8699186991869918,0.0019254013880909884,3.3668997568087804e-4,8.695984741435039e-4
Cayman Islands,0.7560975609756098,1.5012850982893908e-5,3.3668997568087804e-4,3.508628158576452e-6
Saint Lucia,0.7317073170731707,9.514638025522373e-6,4.260067042527452e-6,1.7461354009250995e-5
Namibia,0.9186991869918699,2.668907958716542e-4,1.550161087890397e-4,2.737848627903434e-4
EU28 (Shift),0.8373983739837398,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
China,0.5691056910569106,0.03069767977541002,0.008767978721190107,0.10223753544263052
Tanzania,0.16260162601626016,0.0011153963364018114,3.3668997568087804e-4,5.96485555657584e-4
Zambia,0.8292682926829268,4.1062422112606186e-4,1.3587505125768205e-4,0.001305911326044541
Africa (Shift),0.5040650406504065,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Non-OPEC (EIA),0.6585365853658537,1,3.3668997568087804e-4,8.695984741435039e-4
Nepal,0.5040650406504065,0.0011153963364018114,7.805494425453982e-5,0.0013136712511036344
Paraguay,0.6991869918699187,4.2913357160194145e-4,1.399137753744723e-4,4.517162366449648e-4
Gabon,0.5772357723577236,0.0011153963364018114,2.31198309262689e-5,7.555619684846053e-5
Austria,0.4959349593495935,0.0011153963364018114,5.919153663696511e-4,8.804641839481814e-4
Chile,0.6991869918699187,0.0014839325822182537,7.833532510100302e-4,0.001555275873343622
Ethiopia,0.6991869918699187,1.7000266493962722e-4,3.0953349288659023e-4,0.005152502610541222
United States Virgin Islands,0.943089430894309,1.2972143100370667e-4,3.3668997568087804e-4,1.249137749937855e-5
Cambodia,0.8048780487804879,1.256920077961767e-4,1.466469147100252e-4,0.0014787717950180005
OECD (Shift),0.14634146341463414,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Venezuela,0.8048780487804879,0.009512740297173021,0.0024372014938700655,0.0029787704920849313
North America,0.6585365853658537,0.31562465485512536,3.3668997568087804e-4,0.04643540597195323
Israel,0.9349593495934959,0.0035752292232050648,0.0019295085448990778,9.951070056109605e-4
Costa Rica,0.8861788617886179,6.967912576969642e-4,3.986638887923271e-4,5.669512045649161e-4
Lower-middle-income countries,0.8130081300813008,0.12326741286523027,3.3668997568087804e-4,0.306463139857853
Bolivia,0.08130081300813008,0.0011153963364018114,2.2957044259110842e-5,2.505331785144322e-4
Serbia,0.8048780487804879,0.0011153963364018114,3.226450260019165e-4,9.89137191885997e-4
World,0.6991869918699187,1,3.3668997568087804e-4,0.6152729333324835
Germany,0.8455284552845529,0.052121148109393424,0.02222953418632993,0.010100896358848727
Saint Pierre and Miquelon,0.7479674796747967,1.137337195673781e-5,3.3668997568087804e-4,5.671627563973484e-7
Guatemala,0.8373983739837398,7.161194909537289e-4,5.786483425963827e-4,0.0015622362020818949
OPEC (EIA),0.9349593495934959,0.1393760329940635,3.3668997568087804e-4,8.695984741435039e-4
USSR,0.13821138211382114,0.0011153963364018114,3.3668997568087804e-4,0.01675287636893325
New Caledonia,0.9512195121951219,2.641741847414163e-4,3.3668997568087804e-4,3.511673411158467e-5
OECD (EIA),0.943089430894309,0.9174813889706063,3.3668997568087804e-4,8.695984741435039e-4
North America,0.6991869918699187,0.3218996886143512,3.3668997568087804e-4,0.049599481823798114
Mexico,0.5203252032520326,0.0011153963364018114,0.0018679700056298673,0.005137409095784517
Cook Islands,0.9512195121951219,6.16111806570711e-6,3.3668997568087804e-4,1.937029234209134e-6
Germany,0.7235772357723578,0.055374530403431876,0.015998757085322352,0.009808771866345274
Kyrgyzstan,0.967479674796748,8.698094909725494e-4,2.39147598195927e-4,7.857758459391455e-4
Eswatini,0.2926829268292683,0.0011153963364018114,3.3668997568087804e-4,2.5467509491404404e-5
Bulgaria,0.9024390243902439,0.0029194730915280106,8.371994728705895e-4,9.373529824688892e-4
China,0.967479674796748,0.522376283358116,0.1815374277194989,0.17673182164173643
Switzerland,0.6829268292682927,0.003938774183499922,0.0014218155959280904,8.004190362017831e-4
Nigeria,0.21138211382113822,0.0011153963364018114,3.3668997568087804e-4,0.0031210172232954284
Trinidad and Tobago,1,0.0021297451372702743,3.3668997568087804e-4,1.9055885550001245e-4
South America,0.9349593495934959,0.0935348189424418,3.3668997568087804e-4,0.05135074294415085
Saudi Arabia,0.4796747967479675,0.0011153963364018114,1.9436316944306615e-4,5.01502138888152e-4
Nigeria,0.04065040650406504,0.0011153963364018114,3.3668997568087804e-4,0.002437768568399497
Iran,0.3252032520325203,0.0011153963364018114,3.3668997568087804e-4,0.0018864245940574675
Bulgaria,0.06504065040650407,0.0011153963364018114,3.3668997568087804e-4,5.420610501038571e-4
Cote d'Ivoire,0.6504065040650406,2.785371287553537e-4,2.1376700146018648e-4,0.0010319037247796276
North Korea,0.5853658536585366,0.0011153963364018114,3.3668997568087804e-4,0.001959717608905384
Zambia,0.5284552845528455,0.0011153963364018114,5.068026253848608e-5,4.544513706477094e-4
Barbados,0.5609756097560976,0.0011153963364018114,1.5737149847187906e-5,2.9677540112034383e-5
India,0.3008130081300813,0.0011153963364018114,0.0030756638387881255,0.045135003818569615
Non-OPEC (EI),0.6341463414634146,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Norway,0.7642276422764228,0.0061790165036321705,0.0012525846129377613,5.388123249309538e-4
Gabon,0.056910569105691054,0.0011153963364018114,3.3668997568087804e-4,4.280792346954108e-5
Upper-middle-income countries,0.4146341463414634,0.0011153963364018114,3.3668997568087804e-4,0.11640154986675898
American Samoa,0.9024390243902439,1.870432256656652e-5,3.3668997568087804e-4,6.525665543199033e-6
China,0.44715447154471544,0.0011153963364018114,0.005237205030619148,0.07499006512758023
Netherlands,0.2764227642276423,0.0011153963364018114,4.901507164745273e-4,0.0010255608986873732
China,0.983739837398374,0.5699294693492235,0.20153745298199235,0.17723266501169868
Antigua and Barbuda,0.991869918699187,0.0011153963364018114,3.3668997568087804e-4,1.1427652128077102e-5
USSR,0.3821138211382114,0.0011153963364018114,0.0045372041464318775,0.021844675287392652
United Arab Emirates,0.3008130081300813,0.0011153963364018114,3.3668997568087804e-4,7.93555534066016e-6
United Arab Emirates,0.06504065040650407,0.0011153963364018114,3.3668997568087804e-4,6.170800395376454e-6
Ghana,0.4796747967479675,0.0011153963364018114,1.0826974869647965e-4,8.313243724364764e-4
South Africa,0.42276422764227645,0.0011153963364018114,4.568613166413028e-4,0.0016930462075545804
Vietnam,0,0.0011153963364018114,3.3668997568087804e-4,0.0014665664226692838
Tonga,0.926829268292683,7.13597851914178e-6,3.3668997568087804e-4,1.3026969065741945e-5
China,0.34146341463414637,0.0011153963364018114,3.3668997568087804e-4,0.06425016539652383
Ecuador,0.2032520325203252,0.0011153963364018114,2.4057869280357562e-5,2.422929736195468e-4
Sweden,0.008130081300813009,0.0011153963364018114,1.338242444826453e-4,6.407726018098181e-4
Cape Verde,0.975609756097561,5.262946634609302e-5,2.474557279516559e-5,7.219274644563075e-5
United Arab Emirates,0.967479674796748,0.01584560277849656,0.00565259017068632,0.0011447448755780676
Brunei,0.943089430894309,6.647508441274115e-4,3.3668997568087804e-4,5.272239580441606e-5
Indonesia,0.12195121951219512,0.0011153963364018114,5.459023566187875e-4,0.005607846675231545
Indonesia,0.6666666666666666,0.004342379409361254,0.0034833566614466457,0.019294076879132878
Indonesia,0.5772357723577236,0.0013245363990119956,0.001791046831543354,0.01470985059306583
Thailand,0.07317073170731707,0.0011153963364018114,3.3668997568087804e-4,0.0010325992853285645
Tonga,0.8699186991869918,6.512067828943591e-6,3.3668997568087804e-4,1.3028460618027014e-5
South America,0.9186991869918699,0.09334496811867025,3.3668997568087804e-4,0.05035805299901785
Ecuador,0.7317073170731707,0.0010526153232006186,4.924952068205225e-4,0.0012986463477520432
Guyana,0.967479674796748,1.472689191655307e-4,3.3668997568087804e-4,9.905498161959808e-5
New Zealand,0.4146341463414634,0.0011153963364018114,1.8147708990482326e-4,2.4241403794668484e-4
Africa (EI),0.6747967479674797,0.027084937921956792,3.3668997568087804e-4,8.695984741435039e-4
Cameroon,0.8943089430894309,4.873392397416808e-4,3.8971112425311436e-4,0.0024705339946296946
Malaysia,0.8130081300813008,0.007945203682468208,0.002352586002374901,0.0028517633234590523
Africa (Shift),0.6504065040650406,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Non-OPEC (EI),0.6097560975609756,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Brazil,0.6260162601626016,0.01213200836160067,0.006375668007099544,0.014162047190960482
Lower-middle-income countries,0.4146341463414634,0.0011153963364018114,3.3668997568087804e-4,0.10026431046052757
Vietnam,0.8292682926829268,0.0034413223913212785,0.0019295085448990778,0.010023289899088414
Luxembourg,0.7398373983739838,5.190027072692389e-4,1.1578314550990148e-4,4.780077044778459e-5
El Salvador,0.959349593495935,5.421653916428466e-4,4.222224721497174e-4,7.798962711274288e-4
High-income countries,0.8373983739837398,0.8779353557942481,3.3668997568087804e-4,0.13606691500303725
EU28 (Shift),0.926829268292683,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Canada,0,0.0011153963364018114,1.935100503347025e-4,6.727636638120177e-4
Germany,0.23577235772357724,0.0011153963364018114,0.0032141255521438493,0.008301440325356874
Syria,0.35772357723577236,0.0011153963364018114,3.3668997568087804e-4,4.0167826206560103e-4
Europe (EI),0.991869918699187,0.28740696808069566,3.3668997568087804e-4,8.695984741435039e-4
Netherlands,0.6341463414634146,0.011687679965064526,0.0024602784460960193,0.0017336289836068467
U.S. Territories (EIA),0.7967479674796748,0,3.3668997568087804e-4,8.695984741435039e-4
Saint Lucia,0.9512195121951219,2.621724712770304e-5,1.243932315854999e-5,2.179431339737538e-5
Bangladesh,0.3089430894308943,0.0011153963364018114,3.3668997568087804e-4,0.0043396124570919325
North America (EI),0.7886178861788617,0.3945980221990317,3.3668997568087804e-4,8.695984741435039e-4
Guinea,0.7317073170731707,8.309710505077122e-5,3.71938976881628e-5,7.895672475517662e-4
Western Sahara,0.8536585365853658,1.389501099628882e-5,3.3668997568087804e-4,4.193275516627706e-5
USSR,0.18699186991869918,0.0011153963364018114,0.0013218154696156231,0.017629007966381376
Libya,0.032520325203252036,0.0011153963364018114,3.3668997568087804e-4,6.77637062311432e-5
Belgium,0.25203252032520324,0.0011153963364018114,4.829845663766439e-4,0.001002464460145133
Italy,0.6991869918699187,0.021849963283291376,0.010075672680660832,0.0070397816154659865
Czechoslovakia,0.08943089430894309,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Zambia,0.5365853658536586,0.0011153963364018114,4.785464518476821e-5,4.6932363848212877e-4
Africa (Shift),0.8943089430894309,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Europe,0.14634146341463414,0.0011153963364018114,3.3668997568087804e-4,0.0562618596934539
Niue,0.9349593495934959,4.159404601321256e-7,3.3668997568087804e-4,4.723248902717343e-9
New Zealand,0.926829268292683,0.0032583345851419014,0.0011833537562598992,5.608690272344776e-4
China,0.991869918699187,0.5786292280207894,0.2076913069089134,0.1772319013369287
New Zealand,0.016260162601626018,0.0011153963364018114,4.466351844629008e-5,1.052718958397879e-4
Africa (Shift),0.7804878048780488,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Yugoslavia,0.17886178861788618,0.0011153963364018114,1.5140319591779375e-4,0.0015907612694616663
Chile,0.18699186991869918,0.0011153963364018114,1.329764659348736e-4,5.227729174334683e-4
Saint Lucia,0.983739837398374,3.1754454503211964e-5,1.0395908885158573e-5,2.2103561904479612e-5
Zambia,0.8130081300813008,3.794416847555316e-4,1.1574784897300991e-4,0.0012292015377996038
USSR,0.5284552845528455,0.08990650531801238,0.01307567647003485,0.028627706810124016
Cote d'Ivoire,0.1951219512195122,0.0011153963364018114,3.3668997568087804e-4,2.238289235866584e-4
Tunisia,0.34959349593495936,0.0011153963364018114,3.3668997568087804e-4,4.0263248263997366e-4
Bahrain,0.5609756097560976,0.0011153963364018114,8.286271266580458e-6,2.6707983808486486e-5
Austria,0.2032520325203252,0.0011153963364018114,2.704725697016829e-4,8.172396442085733e-4
Qatar,0.5853658536585366,1.650893682543165e-4,6.326933837849983e-5,1.821160480864052e-5
Mongolia,0.6666666666666666,5.987202960814365e-4,2.293287585935241e-5,2.2124381488458693e-4
Gabon,0.3902439024390244,0.0011153963364018114,3.3668997568087804e-4,5.7146339881929626e-5
Ghana,0.7154471544715447,3.5499218458339007e-4,1.8352346984349915e-4,0.0018234040240928428
North Korea,0.1951219512195122,0.0011153963364018114,3.3668997568087804e-4,9.026512727806249e-4
Samoa,0.983739837398374,2.077102672784802e-5,3.3668997568087804e-4,2.696577376175585e-5
Paraguay,0.6910569105691057,2.1401436487735774e-4,1.3983675472333958e-4,4.392213788569211e-4
Middle East (EIA),0.8536585365853658,0.08949537416945053,3.3668997568087804e-4,8.695984741435039e-4
Gabon,0.04878048780487805,0.0011153963364018114,3.3668997568087804e-4,4.3232518686690626e-5
Asia & Oceania (EIA),0.8617886178861789,0.6254585346317338,3.3668997568087804e-4,8.695984741435039e-4
Solomon Islands,0.6991869918699187,6.564060386460107e-6,3.3668997568087804e-4,3.5387202259277115e-5
Indonesia,0.13821138211382114,0.0011153963364018114,5.509687369259417e-4,0.0056972235955534516
Montserrat,0.8861788617886179,2.625624154584043e-6,3.3668997568087804e-4,3.80718720763769e-7
North America (Shift),0.14634146341463414,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Bahamas,0.7235772357723578,1.4676199172974469e-4,3.3668997568087804e-4,3.277338117571809e-5
Micronesia (country),0.8617886178861789,6.590056665218365e-6,3.3668997568087804e-4,1.3484129841115481e-5
Czechoslovakia,0.4065040650406504,0.0011153963364018114,5.306068650525452e-4,0.0015397998997218213
Netherlands,0.6260162601626016,0.011455442208777629,0.00240643222423546,0.0017219631802972537
Niger,0.9512195121951219,1.2237748225449882e-4,1.4256945183661082e-4,0.002701709683292482
Austria,0.2845528455284553,0.0011153963364018114,2.3974082577601566e-4,8.329093953314094e-4
Seychelles,0.967479674796748,6.210510995347799e-5,2.2868227900771004e-5,1.274693012422031e-5
Iran,0.5040650406504065,0.0011153963364018114,6.286763196340288e-4,0.002809490245779732
Switzerland,0.2032520325203252,0.0011153963364018114,2.5094083204607896e-4,4.91332238224459e-4
Middle East (Shift),0.5609756097560976,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Puerto Rico,0.6829268292682927,8.689776100522851e-4,3.389169106783864e-4,4.192013911986586e-4
Kazakhstan,0.8373983739837398,0.0060401183862267985,0.0015218157222405577,0.0019160077934874714
France,0.08130081300813008,0.0011153963364018114,0.0014987387700146036,0.005014472746232662
North America (Shift),0.04878048780487805,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Middle East (Shift),0.45528455284552843,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Iraq,0.9186991869918699,0.0061107632737523645,0.0032448948217784547,0.004410019318268241
Nicaragua,0.7479674796747967,1.513893293487146e-4,6.542011524904188e-5,5.50052662951231e-4
Poland,0.6991869918699187,0.019598074630275426,0.0026679710161296053,0.004653018044710673
Algeria,0.7073170731707317,0.0037066534104674372,9.064303295484515e-4,0.0029314303627011856
Maldives,0.9186991869918699,8.550176083591007e-5,3.3668997568087804e-4,4.9582678244346585e-5
Maldives,0.983739837398374,1.1976485623929392e-4,3.3668997568087804e-4,6.45886886003271e-5
Mozambique,0.056910569105691054,0.0011153963364018114,3.3668997568087804e-4,4.970038657884325e-4
Moldova,0.8617886178861789,5.542276649866783e-4,1.2664667283187353e-4,4.898400644592715e-4
Luxembourg,0.8617886178861789,6.71054941726289e-4,1.990882422421839e-4,5.8489855602705203e-05
United Kingdom,0.7886178861788617,0.03418509356896969,0.013152599644121363,0.007240039413995682
Lesotho,0.6747967479674797,7.74689106996084e-6,1.640021234625591e-5,1.899865966066411e-4
South Africa,0.967479674796748,0.019311335675571844,0.005552590044373852,0.0072197627550483635
Trinidad and Tobago,0.3983739837398374,0.0011153963364018114,3.3668997568087804e-4,7.813136186863152e-5
Gibraltar,0.9512195121951219,0.0011153963364018114,3.3668997568087804e-4,3.827696051557384e-6
South Korea,0.5447154471544715,0.0013555109651524598,5.160760031290474e-4,0.00379584780568648
Turkey,0,0.0011153963364018114,3.3668997568087804e-4,0.0017365212277836186
Slovakia,0.959349593495935,0.0024864920706698466,0.0011141228995820373,6.767810355958263e-4
Bahamas,0.6829268292682927,1.394960318168116e-4,3.3668997568087804e-4,2.9749383213765187e-5
Dominica,0.8455284552845529,9.17668640166502e-6,2.3937599466903522e-6,8.297753953884328e-6
Kuwait,0.983739837398374,0.005513160817657533,0.0015525849918751628,5.280440632089008e-4
East Timor,0.8536585365853658,9.878585928137983e-6,3.3668997568087804e-4,1.2025453854330235e-4
Haiti,0.7642276422764228,3.78375837326443e-5,6.962204154120733e-5,9.30264131642053e-4
Central America (EI),0.5284552845528455,5.703453578167981e-4,3.3668997568087804e-4,8.695984741435039e-4
North America,0.04065040650406504,0.0011153963364018114,3.3668997568087804e-4,0.013976379881179352
Niger,0.35772357723577236,0.0011153963364018114,3.3668997568087804e-4,2.856156069234603e-4
United Arab Emirates,0.6422764227642277,8.781542964539502e-4,2.675805694948846e-4,1.1269050401764803e-4
OECD (Ember),0.9512195121951219,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Burundi,0.7804878048780488,2.5437358764955305e-5,3.5617959697559155e-5,7.369112258240357e-4
South and Central America (EI),0.7154471544715447,0.05047575263980763,3.3668997568087804e-4,8.695984741435039e-4
Ghana,0.17886178861788618,0.0011153963364018114,3.3668997568087804e-4,4.0436392625089085e-4
Africa,0.2682926829268293,0.0011153963364018114,3.3668997568087804e-4,0.02190886423998058
Eswatini,0.25203252032520324,0.0011153963364018114,3.3668997568087804e-4,2.3020493671725555e-5
Mali,0.8943089430894309,1.5287111723793527e-4,1.5300421406315364e-4,0.0019299878644633722
Democratic Republic of Congo,0.016260162601626018,0.0011153963364018114,3.3668997568087804e-4,0.001154766863973491
France,0.4634146341463415,0.0011153963364018114,0.003744895453340791,0.00551082020471964
Vietnam,0.3089430894308943,0.0011153963364018114,3.3668997568087804e-4,0.002311483559671638
Switzerland,0.8780487804878049,0.0047123714467881585,0.0033372026306822708,9.491809920894835e-4
Asia and Oceania (Shift),0.8455284552845529,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Yemen,0.8699186991869918,0.001148437606703557,7.36481789467144e-4,0.002814025310502483
Norway,0.11382113821138211,0.0011153963364018114,8.118768716542583e-5,3.09698458710226e-4
Sudan,0.7398373983739838,3.366258136406809e-4,3.3668997568087804e-4,0.002666383013196774
Morocco,0.8373983739837398,0.001695607282007368,0.0012371999781204586,0.0036865503345253152
Suriname,0.8130081300813008,1.087034396276552e-4,3.3668997568087804e-4,5.931132802370675e-5
Hungary,0.4878048780487805,0.0011153963364018114,4.453844046676273e-4,0.0012405718894607295
Somalia,0.8455284552845529,4.239993065471855e-5,3.3668997568087804e-4,0.001257319659997599
Bahrain,0.8373983739837398,0.0016778128291973407,1.2593155759013343e-4,9.650678883658207e-5
Finland,0.8048780487804879,0.004642272481116517,0.0012295076607118072,6.418232760986252e-4
Latvia,0.6991869918699187,0.0012838132283371848,2.925027759900833e-4,3.315014728292643e-4
United Kingdom,0.2845528455284553,0.0011153963364018114,0.0033295103132736192,0.005835418027797464
Germany,0.024390243902439025,0.0011153963364018114,0.002098739527889407,0.007246309526914039
Bangladesh,0.7967479674796748,0.0016320333823040486,0.0013525847392502285,0.015456041387135397
China,0.5772357723577236,0.036396402030843995,0.009383364113882213,0.10481679924848089
Spain,0.34146341463414637,0.0011153963364018114,6.812986433332695e-4,0.003256995333139853
Iraq,0.5934959349593496,6.416011578931828e-4,4.773875013376311e-4,0.0013511359371039648
Angola,0.6016260162601627,0.0011153963364018114,1.2433619508268653e-4,8.452952455066193e-4
Myanmar,0.6016260162601627,0.0011153963364018114,2.355216253697232e-4,0.0036978197578151515
Qatar,0.9512195121951219,0.0073320814479546975,0.002821817364302632,3.368336479523609e-4
Trinidad and Tobago,0.22764227642276422,0.0011153963364018114,3.3668997568087804e-4,5.097268067800679e-5
Spain,0.0975609756097561,0.0011153963364018114,4.4946248194181775e-4,0.002501485444689201
Gibraltar,0.7560975609756098,0.0011153963364018114,3.3668997568087804e-4,3.1459323612572623e-6
Eurasia (Shift),0.23577235772357724,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Brunei,0.7560975609756098,1.9841659762240304e-4,3.3668997568087804e-4,3.516210216025551e-5
Gabon,0.983739837398374,2.4374110963742559e-4,2.6825590622484106e-4,2.907721517649901e-4
Bhutan,0.8292682926829268,7.893770044944997e-5,3.3668997568087804e-4,7.671824037455275e-5
Malta,0.9512195121951219,4.818930193418257e-4,1.1217167411739939e-4,5.937297885148959e-5
Tanzania,0.2601626016260163,0.0011153963364018114,3.3668997568087804e-4,7.055622770805582e-4
Indonesia,0.6747967479674797,0.004598611730942023,0.0036218183748023694,0.01973681334954161
Africa,0.7560975609756098,0.03446672425489728,3.3668997568087804e-4,0.08565716952506783
Israel,0.975609756097561,0.003706224471867926,0.002237201241245131,0.0010882929775808611
Non-OECD (EI),0.6422764227642277,0.36735841941660263,3.3668997568087804e-4,8.695984741435039e-4
Luxembourg,0.6097560975609756,5.495093403920545e-4,6.125776266840136e-5,4.3732561590259885e-5
Guadeloupe,0.8373983739837398,1.26224931510721e-4,3.3668997568087804e-4,5.116210781821051e-5
Europe (EI),0.8536585365853658,0.3324130646753477,3.3668997568087804e-4,8.695984741435039e-4
Europe,0.22764227642276422,0.0011153963364018114,3.3668997568087804e-4,0.06006349795370306
OPEC (Shift),0.4715447154471545,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Persian Gulf (Shift),0.8861788617886179,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
EU28 (Shift),0.2926829268292683,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Middle East (EIA),0.6829268292682927,0.029753247966261897,3.3668997568087804e-4,8.695984741435039e-4
Mexico,0.4065040650406504,0.0011153963364018114,7.678377173196939e-4,0.0034303598224896415
Northern Mariana Islands,0.8455284552845529,0,3.3668997568087804e-4,8.711162528895851e-6
Laos,0.967479674796748,0.001710984080892878,3.775319994539962e-4,8.962022978840831e-4
Algeria,0.5772357723577236,5.164550719509296e-4,3.5028515248402886e-4,0.0017536224962120491
Cote d'Ivoire,0.12195121951219512,0.0011153963364018114,3.3668997568087804e-4,2.0416019649152956e-4
Samoa,0.6991869918699187,6.200112483844497e-6,3.3668997568087804e-4,2.0451170564671075e-5
Asia,0.08130081300813008,0.0011153963364018114,3.3668997568087804e-4,0.12426275766510568
Niger,0.2601626016260163,0.0011153963364018114,3.3668997568087804e-4,2.4071714863037176e-4
United Kingdom,0.08943089430894309,0.0011153963364018114,0.0027372018728074672,0.005591915778162798
Ireland,0.16260162601626016,0.0011153963364018114,3.3668997568087804e-4,5.20834396646974e-4
G20 (Ember),0.967479674796748,0.0011153963364018114,3.3668997568087804e-4,8.695984741435039e-4
Zimbabwe,0.5447154471544715,0.0011153963364018114,6.0910870414849136e-5,5.882765490646612e-4
Middle East (EIA),0.967479674796748,0.14808372053065078,3.3668997568087804e-4,8.695984741435039e-4
Jordan,0.9024390243902439,0.0012147281175371144,6.098295915821378e-4,8.835144083711468e-4
Kenya,0.9105691056910569,8.95181859040609e-4,9.448919165917081e-4,0.005434716235294489
Greenland,0.926829268292683,4.399870179835141e-5,3.3668997568087804e-4,6.7292624301109016e-6
USSR,0.2926829268292683,0.0011153963364018114,0.004429511702710759,0.019805593175766956
Gibraltar,0.8536585365853658,0.0011153963364018114,3.3668997568087804e-4,3.3989990656239074e-6
Laos,0.7967479674796748,7.501226235695302e-5,8.026749597234187e-5,6.519437069448634e-4
Georgia,0.7560975609756098,7.557508179206931e-4,1.5230248960755854e-4,6.371015187481929e-4
Africa (EIA),0.8455284552845529,0.05284101106448834,3.3668997568087804e-4,8.695984741435039e-4
Uruguay,0.8536585365853658,6.337632798475682e-4,3.2172282619091075e-4,4.1214485733799886e-4
Luxembourg,0.8943089430894309,6.514147531244251e-4,2.104809813095386e-4,6.279957163438727e-5
Bangladesh,0.3252032520325203,0.0011153963364018114,3.3668997568087804e-4,0.004483338186689099
Sweden,0.4065040650406504,0.0011153963364018114,5.783098235226375e-4,8.716604208815875e-4
Saint Vincent and the Grenadines,0.8211382113821138,1.0541491036473558e-5,3.3668997568087804e-4,1.3898781376364561e-5
Zimbabwe,0.975609756097561,5.458828595052774e-4,1.7703484626295358e-4,0.0019474489698805757
French Polynesia,0.9512195121951219,5.976544486523479e-5,3.3668997568087804e-4,3.649617138322565e-5
Italy,0.6829268292682927,0.021376103114085852,0.009537210462055239,0.007037442364298904
Hungary,0.8780487804878049,0.0038201011709684744,0.0015756619441011168,0.0012456543538721008
Equatorial Guinea,0.8780487804878049,3.935706622606447e-4,2.24109383016195e-4,1.2344447169696914e-4
Denmark,0.8211382113821138,0.003083366630959447,0.001621815848553025,6.660924476250007e-4
